"reason_text","person_record_id","kanali_username","submitted_id","status","id","created_date","updated_date","created_by_id","created_by","is_sample"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d4624d10c442d39732eec","kanali_a10","052440","MARKED_VOTED","6a6e1bb4c872b405c5165168","2026-08-01T16:15:48.188000","2026-08-01T16:15:48.188000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d463cb660392f8f8a3978","kanali_a10","020117","MARKED_VOTED","6a6e1b84fbef85be7e64aa77","2026-08-01T16:15:00.804000","2026-08-01T16:15:00.804000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45f8d23fafbaf7e23b3c","kanali_a10","085788","MARKED_VOTED","6a6e1a78db26d67fed574169","2026-08-01T16:10:32.784000","2026-08-01T16:10:32.784000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d4625dcb3e392caadad51","kanali_a10","027358","MARKED_VOTED","6a6e1927e4f7a12c248146d2","2026-08-01T16:04:55.760000","2026-08-01T16:04:55.760000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45fa4b510d9ee50cec58","kanali_a10","026849","MARKED_VOTED","6a6e1906935b713c45c19190","2026-08-01T16:04:22.771000","2026-08-01T16:04:22.771000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45cbeee5023baba03164","kanali_a10","097094","MARKED_VOTED","6a6e18e441ec00411003248c","2026-08-01T16:03:48.190000","2026-08-01T16:03:48.190000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45fa4b510d9ee50cec52","kanali_a10","038345","MARKED_VOTED","6a6e18d472b471eb9854148b","2026-08-01T16:03:32.347000","2026-08-01T16:03:32.347000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45fb2a7ea5d31408c259","kanali_a10","025770","MARKED_VOTED","6a6e18ad3ff50ab254739470","2026-08-01T16:02:53.252000","2026-08-01T16:02:53.252000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Ήδη ήταν Ψήφισε = ΝΑΙ","6a6d461110b5a34972c3f062","kanali_a10","089032","ALREADY_VOTED","6a6e189c3f65f5400e4f93fd","2026-08-01T16:02:36.411000","2026-08-01T16:02:36.411000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d463a34f8c42f0b603a6b","kanali_a10","076138","MARKED_VOTED","6a6e1882170eb4805184b9d0","2026-08-01T16:02:10.271000","2026-08-01T16:02:10.271000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45fcf875937eeadf0d45","kanali_a10","038474","MARKED_VOTED","6a6e187b376e7d2e5c41d8b0","2026-08-01T16:02:03.644000","2026-08-01T16:02:03.644000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Ήδη ήταν Ψήφισε = ΝΑΙ","6a6d463cb660392f8f8a3992","kanali_a9","095384","ALREADY_VOTED","6a6e18565c1e069722f4e602","2026-08-01T16:01:26.897000","2026-08-01T16:01:26.897000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45cd1b095cfff2d1dc66","kanali_a10","010270","MARKED_VOTED","6a6e185128cb830f0ec01e3d","2026-08-01T16:01:21.799000","2026-08-01T16:01:21.799000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45fa4b510d9ee50cec4d","kanali_a10","029577","MARKED_VOTED","6a6e184b5c1e069722f4e601","2026-08-01T16:01:15.915000","2026-08-01T16:01:15.915000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45e62d0a33afbcf1ca25","kanali_a10","071116","MARKED_VOTED","6a6e1846e03f5a81ec757e1c","2026-08-01T16:01:10.012000","2026-08-01T16:01:10.012000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45f99e0bcb0889fb4e7f","kanali_a10","021386","MARKED_VOTED","6a6e1811e1318a84caf6037b","2026-08-01T16:00:17.905000","2026-08-01T16:00:17.905000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","","kanali_a10","0308474","NOT_FOUND","6a6e18077769ffac3ae63c46","2026-08-01T16:00:07.584000","2026-08-01T16:00:07.584000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Ήδη ήταν Ψήφισε = ΝΑΙ","6a6d461110b5a34972c3f062","kanali_a10","089032","ALREADY_VOTED","6a6e17fec82545abe7034de6","2026-08-01T15:59:58.555000","2026-08-01T15:59:58.555000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d463b1720405768e45317","kanali_a10","021834","MARKED_VOTED","6a6e17f100c08e7d7c325f78","2026-08-01T15:59:45.797000","2026-08-01T15:59:45.797000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d463cb660392f8f8a3992","kanali_a9","095384","MARKED_VOTED","6a6e17f15432e66dfcb739cf","2026-08-01T15:59:45.453000","2026-08-01T15:59:45.453000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45e42732cff23fa3e00a","kanali_a10","073844","MARKED_VOTED","6a6e17e787984cda8cb0c87a","2026-08-01T15:59:35.012000","2026-08-01T15:59:35.012000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Ήδη ήταν Ψήφισε = ΝΑΙ","6a6d4628392f290e6c20c0a8","kanali_a9","089534","ALREADY_VOTED","6a6e17e38994e6d127063213","2026-08-01T15:59:31.813000","2026-08-01T15:59:31.813000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d461110b5a34972c3f062","kanali_a10","089032","MARKED_VOTED","6a6e17dc93b7ff6089333562","2026-08-01T15:59:24.606000","2026-08-01T15:59:24.606000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d4628392f290e6c20c08b","kanali_a10","092330","MARKED_VOTED","6a6e17c4656ab38c1f71770e","2026-08-01T15:59:00.993000","2026-08-01T15:59:00.993000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d463c14874b8647c2c60a","kanali_a10","035746","MARKED_VOTED","6a6e17be37f45c337db4f369","2026-08-01T15:58:54.060000","2026-08-01T15:58:54.060000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d4612e6d724beaaa4156a","kanali_a10","034341","MARKED_VOTED","6a6e17b5f5d59f61c1ad0441","2026-08-01T15:58:45.361000","2026-08-01T15:58:45.361000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Ήδη ήταν Ψήφισε = ΝΑΙ","6a6d463a34f8c42f0b603a61","kanali_a10","035807","ALREADY_VOTED","6a6e17ac0a7be1ef79bfa603","2026-08-01T15:58:36.748000","2026-08-01T15:58:36.748000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d462647a62ec457fe6a10","kanali_a10","093599","MARKED_VOTED","6a6e17a0cd18d9a48de43fad","2026-08-01T15:58:24.102000","2026-08-01T15:58:24.102000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45ca7d64736f7a9c29ed","kanali_a10","070607","MARKED_VOTED","6a6e17966e642c87275b521b","2026-08-01T15:58:14.085000","2026-08-01T15:58:14.085000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d463b1720405768e452ef","kanali_a10","020429","MARKED_VOTED","6a6e178c70a8334a3ea970d7","2026-08-01T15:58:04.538000","2026-08-01T15:58:04.538000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d463b1720405768e452fe","kanali_a10","020368","MARKED_VOTED","6a6e1785eeaa982858863434","2026-08-01T15:57:57.500000","2026-08-01T15:57:57.500000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45cb4b510d9ee50ceb95","kanali_a10","089785","MARKED_VOTED","6a6e177fcacd1d112a89af43","2026-08-01T15:57:51.205000","2026-08-01T15:57:51.205000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d463eb6b6ed1b94716b39","kanali_a10","099442","MARKED_VOTED","6a6e1776c3c06290a9a196ea","2026-08-01T15:57:42.844000","2026-08-01T15:57:42.844000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d4612e6d724beaaa41574","kanali_a10","043177","MARKED_VOTED","6a6e177162254a9f4628f093","2026-08-01T15:57:37.374000","2026-08-01T15:57:37.374000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d463eb6b6ed1b94716b3a","kanali_a10","069467","MARKED_VOTED","6a6e1765cde84bf7da9a4bed","2026-08-01T15:57:25.542000","2026-08-01T15:57:25.542000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d4624d10c442d39732f05","kanali_a10","085666","MARKED_VOTED","6a6e175abb1031ea61649992","2026-08-01T15:57:14.920000","2026-08-01T15:57:14.920000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d4612e6d724beaaa4154e","kanali_a10","072256","MARKED_VOTED","6a6e174b5e36e0d2bd23c9a9","2026-08-01T15:56:59.206000","2026-08-01T15:56:59.206000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Ήδη ήταν Ψήφισε = ΝΑΙ","6a6d463e1c139ed0bea8bf78","kanali_a10","016880","ALREADY_VOTED","6a6e174447c71b60b085b302","2026-08-01T15:56:52.232000","2026-08-01T15:56:52.232000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d463e1c139ed0bea8bf78","kanali_a10","016880","MARKED_VOTED","6a6e173b7db08c38760ffba0","2026-08-01T15:56:43.384000","2026-08-01T15:56:43.384000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d4625dcb3e392caadad32","kanali_a10","032312","MARKED_VOTED","6a6e17315e6047748e2b7d88","2026-08-01T15:56:33.247000","2026-08-01T15:56:33.247000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d4610a570dffba2110004","kanali_a10","039743","MARKED_VOTED","6a6e172af03f69a0eaf02155","2026-08-01T15:56:26.596000","2026-08-01T15:56:26.596000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d463cb660392f8f8a3991","kanali_a10","030154","MARKED_VOTED","6a6e171429bb71dfdf53a372","2026-08-01T15:56:04.731000","2026-08-01T15:56:04.731000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Ήδη ήταν Ψήφισε = ΝΑΙ","6a6d4628392f290e6c20c0a8","kanali_a9","089534","ALREADY_VOTED","6a6e16d3d82903202b3bb962","2026-08-01T15:54:59.616000","2026-08-01T15:54:59.616000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d462647a62ec457fe69f7","kanali_a10","088774","MARKED_VOTED","6a6e16bf9c51b808ab71fed2","2026-08-01T15:54:39.769000","2026-08-01T15:54:39.769000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d463a34f8c42f0b603a50","kanali_a10","088903","MARKED_VOTED","6a6e16b7a1cbe0357bd0b0ed","2026-08-01T15:54:31.641000","2026-08-01T15:54:31.641000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d4610a570dffba210ffdf","kanali_a10","016561","MARKED_VOTED","6a6e16a19285a0b821d203fd","2026-08-01T15:54:09.902000","2026-08-01T15:54:09.902000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d463c14874b8647c2c608","kanali_a10","069345","MARKED_VOTED","6a6e1696cbe7bb02e1e2b959","2026-08-01T15:53:58.656000","2026-08-01T15:53:58.656000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d4610b3658bb94a6a8904","kanali_a10","098621","MARKED_VOTED","6a6e168d95f3d543039177fc","2026-08-01T15:53:49.668000","2026-08-01T15:53:49.668000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d463bc97f40ace6558bb4","kanali_a10","040055","MARKED_VOTED","6a6e167dbc3d218fd0183126","2026-08-01T15:53:33.704000","2026-08-01T15:53:33.704000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d4628392f290e6c20c08a","kanali_a10","051490","MARKED_VOTED","6a6e1675a476dd74c97949a9","2026-08-01T15:53:25.243000","2026-08-01T15:53:25.243000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45e67d64736f7a9c2ada","kanali_a10","031165","MARKED_VOTED","6a6e166be4a51d3db08e2e2a","2026-08-01T15:53:15.492000","2026-08-01T15:53:15.492000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45f99e0bcb0889fb4e75","kanali_a10","020687","MARKED_VOTED","6a6e166208baba14b9d90c71","2026-08-01T15:53:06.128000","2026-08-01T15:53:06.128000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d4627726421dc5667bb1d","kanali_a10","067689","MARKED_VOTED","6a6e16555020db0e4f4aea22","2026-08-01T15:52:53.424000","2026-08-01T15:52:53.424000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d4650feb343ce9a623783","kanali_a10","086297","MARKED_VOTED","6a6e164adfa05194f0d210db","2026-08-01T15:52:42.060000","2026-08-01T15:52:42.060000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45e67d64736f7a9c2ac6","kanali_a10","027229","MARKED_VOTED","6a6e16419c29ce3abd36f64e","2026-08-01T15:52:33.061000","2026-08-01T15:52:33.061000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45e62d0a33afbcf1ca07","kanali_a10","025003","MARKED_VOTED","6a6e1634a2f94b04ab8a449a","2026-08-01T15:52:20.651000","2026-08-01T15:52:20.652000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45e62d0a33afbcf1ca23","kanali_a10","066603","MARKED_VOTED","6a6e162b8a36c8b4a0c160cf","2026-08-01T15:52:11.033000","2026-08-01T15:52:11.033000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d463a34f8c42f0b603a6e","kanali_a9","075690","MARKED_VOTED","6a6e1623024498923cc9da35","2026-08-01T15:52:03.028000","2026-08-01T15:52:03.028000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d463cb660392f8f8a398d","kanali_a10","011288","MARKED_VOTED","6a6e1611f48098651d655b69","2026-08-01T15:51:45.736000","2026-08-01T15:51:45.736000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d460f81468c4cc01e337d","kanali_a9","032760","MARKED_VOTED","6a6e1519c60b27228676214a","2026-08-01T15:47:37.650000","2026-08-01T15:47:37.650000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d4612e6d724beaaa41570","kanali_a9","063936","MARKED_VOTED","6a6e1480f462513ae7f3c2e5","2026-08-01T15:45:04.209000","2026-08-01T15:45:04.209000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45e21a1f0134d1c9dbf5","kanali_a9","030086","MARKED_VOTED","6a6e14791c94afa899ca4671","2026-08-01T15:44:57.521000","2026-08-01T15:44:57.521000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d461110b5a34972c3f064","kanali_a9","059437","MARKED_VOTED","6a6e147489c58cb6136c7090","2026-08-01T15:44:52.501000","2026-08-01T15:44:52.501000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d463c14874b8647c2c611","kanali_a9","070804","MARKED_VOTED","6a6e146d3559ae270ee8a146","2026-08-01T15:44:45.655000","2026-08-01T15:44:45.655000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d4610a570dffba210fff0","kanali_a9","018278","MARKED_VOTED","6a6e1468a525b60a7a3e5da3","2026-08-01T15:44:40.268000","2026-08-01T15:44:40.268000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Η ψήφος καταχωρήθηκε επιτυχώς","6a6d45cd1b095cfff2d1dc85","kanali_a9","094169","MARKED_VOTED","6a6e1462bbfb17e3f705bd3e","2026-08-01T15:44:34.066000","2026-08-01T15:44:34.066000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
