"reason_text","submitted_id","kanali_username","id","created_date","updated_date","created_by_id","created_by","is_sample"
"Δεν βρέθηκε εγγραφή με αυτό το ID","073503","kanali_a8","6a6ddf4e97ddc83500486700","2026-08-01T11:58:06.563000","2026-08-01T11:58:06.563000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","073503","kanali_a8","6a6ddf470ee3a9d530134fe5","2026-08-01T11:57:59.126000","2026-08-01T11:57:59.126000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","056773","kanali_a4","6a6ddd013207d4966e5eae97","2026-08-01T11:48:17.377000","2026-08-01T11:48:17.377000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","056773","kanali_a4","6a6ddcf928cb350abb329cda","2026-08-01T11:48:09.924000","2026-08-01T11:48:09.924000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","027160","kanali_a4","6a6ddcc13133f339a3526dc6","2026-08-01T11:47:13.776000","2026-08-01T11:47:13.776000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","096046","kanali_a4","6a6dd5bc6200744a0178c7f6","2026-08-01T11:17:16.981000","2026-08-01T11:17:16.981000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","96046","kanali_a4","6a6dd56642785d5203938d4d","2026-08-01T11:15:50.134000","2026-08-01T11:15:50.134000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","096046","kanali_a4","6a6dd537922ac3081fed166d","2026-08-01T11:15:03.778000","2026-08-01T11:15:03.778000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","096046","kanali_a4","6a6dd52a51829b7245d32fed","2026-08-01T11:14:50.746000","2026-08-01T11:14:50.746000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","020909","kanali_a9","6a6dd0aa59ff51f512a8cca9","2026-08-01T10:55:38.183000","2026-08-01T10:55:38.183000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","015225","kanali_a4","6a6dcf22f71adf1450f23ef0","2026-08-01T10:49:06.104000","2026-08-01T10:49:06.104000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","29455","kanali_a4","6a6dcf13198aed01f8b3b4ab","2026-08-01T10:48:51.626000","2026-08-01T10:48:51.626000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","015225","kanali_a4","6a6dcf0c592eff9738405d37","2026-08-01T10:48:44.887000","2026-08-01T10:48:44.887000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","64323","kanali_a4","6a6dce30d02cb42e2dd26884","2026-08-01T10:45:04.457000","2026-08-01T10:45:04.457000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","0308983","kanali_a4","6a6dcd8c2534b65beb32d50e","2026-08-01T10:42:20.719000","2026-08-01T10:42:20.719000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","054845","kanali_a4","6a6dcac90b5f4a54179d8b0a","2026-08-01T10:30:33.632000","2026-08-01T10:30:33.632000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","065600","kanali_a4","6a6dc8f905df9e675532a00b","2026-08-01T10:22:49.208000","2026-08-01T10:22:49.208000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","90559","kanali_a4","6a6dc772db894b9881727bda","2026-08-01T10:16:18.331000","2026-08-01T10:16:18.331000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","098799","kanali_a4","6a6dc342c1be031967684fa6","2026-08-01T09:58:26.929000","2026-08-01T09:58:26.929000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","098799","kanali_a4","6a6dc33ab5774de70f3cc527","2026-08-01T09:58:18.270000","2026-08-01T09:58:18.270000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","099591","kanali_a4","6a6dc2e84ffccd42cd197f0b","2026-08-01T09:56:56.458000","2026-08-01T09:56:56.458000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","93477","kanali_a10","6a6dc1c7a42bb108920352d7","2026-08-01T09:52:07.322000","2026-08-01T09:52:07.322000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","044425","kanali_a8","6a6dc150a870bdb97a1ffb6f","2026-08-01T09:50:08.221000","2026-08-01T09:50:08.221000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","02877","kanali_a8","6a6dc11d6ea95cf4768d0021","2026-08-01T09:49:17.724000","2026-08-01T09:49:17.724000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","02877","kanali_a8","6a6dc0c3f588e5c72527ded7","2026-08-01T09:47:47.869000","2026-08-01T09:47:47.869000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","0026720","kanali_a8","6a6dc0a2ebc5b911d52847ff","2026-08-01T09:47:14.731000","2026-08-01T09:47:14.731000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","045356","kanali_a8","6a6dc05d0f3be70fcaad4bf0","2026-08-01T09:46:05.799000","2026-08-01T09:46:05.799000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","045356","kanali_a8","6a6dbf75ecc697dd8614543b","2026-08-01T09:42:13.699000","2026-08-01T09:42:13.699000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","045356","kanali_a8","6a6dbf580e834c620759c8ab","2026-08-01T09:41:44.561000","2026-08-01T09:41:44.561000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","054108","kanali_a8","6a6dbf366b7769a75958fa0b","2026-08-01T09:41:10.518000","2026-08-01T09:41:10.518000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","054108","kanali_a8","6a6dbf2cda28f9526eee5de5","2026-08-01T09:41:00.527000","2026-08-01T09:41:00.527000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","0305549","kanali_a10","6a6db9da2ad16ad8fd5ab1a9","2026-08-01T09:18:18.070000","2026-08-01T09:18:18.070000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","0305549","kanali_a10","6a6db9a2ed7bc87db65be895","2026-08-01T09:17:22.007000","2026-08-01T09:17:22.007000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","059960","kanali_a10","6a6db63fb03c566781cfe51c","2026-08-01T09:02:55.580000","2026-08-01T09:02:55.580000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","0810331","kanali_a10","6a6db61179b3e1b7b6c1b6d7","2026-08-01T09:02:09.452000","2026-08-01T09:02:09.452000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","0704550","kanali_a10","6a6daff6b096ff2ccd2cb67a","2026-08-01T08:36:06.635000","2026-08-01T08:36:06.635000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","0704550","kanali_a10","6a6dafeb41be9b9e6bf09c44","2026-08-01T08:35:55.258000","2026-08-01T08:35:55.258000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","047714","kanali_a10","6a6dabb8d5ac7f7e200fb5bc","2026-08-01T08:18:00.289000","2026-08-01T08:18:00.289000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","47714","kanali_a10","6a6dabb0e500ba6922944a2b","2026-08-01T08:17:52.486000","2026-08-01T08:17:52.486000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","047714","kanali_a10","6a6daba8a0ddfbe92bed6fe5","2026-08-01T08:17:44.839000","2026-08-01T08:17:44.839000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","018481","kanali_a10","6a6dab5ee01f962abba45bdd","2026-08-01T08:16:30.742000","2026-08-01T08:16:30.742000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","018481","kanali_a10","6a6dab54e20622b5e3a3345e","2026-08-01T08:16:20.627000","2026-08-01T08:16:20.627000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","028856","kanali_a10","6a6da995b1e0f246a3d35f02","2026-08-01T08:08:53.589000","2026-08-01T08:08:53.589000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","028856","kanali_a10","6a6da962e20622b5e3a33185","2026-08-01T08:08:02.932000","2026-08-01T08:08:02.932000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","82619","kanali_a10","6a6da92da1a38b5b160e18e9","2026-08-01T08:07:09.017000","2026-08-01T08:07:09.017000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","099279","kanali_a10","6a6da8b0c65061aa0964c8a1","2026-08-01T08:05:04.350000","2026-08-01T08:05:04.350000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","99272","kanali_a10","6a6da8a805d9be519bfbdd5a","2026-08-01T08:04:56.821000","2026-08-01T08:04:56.821000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","099272","kanali_a10","6a6da89d14d6fbdcf0d82dcd","2026-08-01T08:04:45.769000","2026-08-01T08:04:45.769000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","099272","kanali_a10","6a6da8944aa9ac40b82be027","2026-08-01T08:04:36.045000","2026-08-01T08:04:36.045000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","12109","kanali_a10","6a6da88310d6984527a3eacc","2026-08-01T08:04:19.204000","2026-08-01T08:04:19.204000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","49020","kanali_a10","6a6da83731a23a62d651c3c6","2026-08-01T08:03:03.798000","2026-08-01T08:03:03.798000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","60000","kanali_a10","6a6da0c85858a6d6290d66b6","2026-08-01T07:31:20.564000","2026-08-01T07:31:20.564000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","06000","kanali_a10","6a6da0bf3c7f30d619532f9b","2026-08-01T07:31:11.633000","2026-08-01T07:31:11.633000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","094337","kanali_a10","6a6d92292ca32dc5a98f5e00","2026-08-01T06:28:57.647000","2026-08-01T06:28:57.647000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","094337","kanali_a10","6a6d921fd393e46e7a62bd8a","2026-08-01T06:28:47.739000","2026-08-01T06:28:47.739000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","33513","kanali_a10","6a6d8ed5d373bb35c06fc611","2026-08-01T06:14:45.170000","2026-08-01T06:14:45.170000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","53716","kanali_a10","6a6d8e7fc049564cb5d432a6","2026-08-01T06:13:19.787000","2026-08-01T06:13:19.787000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","57530","kanali_a10","6a6d8e7513ca58d347c4a136","2026-08-01T06:13:09.602000","2026-08-01T06:13:09.602000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","14966","kanali_a10","6a6d8e69240fd2c896381813","2026-08-01T06:12:57.235000","2026-08-01T06:12:57.235000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","35800","kanali_a10","6a6d8e18546eecf9a5a79e4f","2026-08-01T06:11:36.212000","2026-08-01T06:11:36.212000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δεν βρέθηκε εγγραφή με αυτό το ID","35800","kanali_a10","6a6d8dffd85b3e3848a8c7e8","2026-08-01T06:11:11.652000","2026-08-01T06:11:11.652000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
